x
1
2
4
5
6
9
10
12
16
17
19
20
21
23
27
30
31
32
33
36
37
39
40
41
43
45
47
48
50
51
54
55
56
58
60
61
62
63
64
67
70
73
78
80
81
83
84
85
86
87
89
93
95
99
100
101
102
103
106
107
111
112
114
115
116
118
119
125
126
128
131
133
134
136
137
144
150
