MAPK9	TSPAN6	0.0099009900990099
MAPK9	ACSM3	0.0099009900990099
MAPK9	ABCB4	0.0198019801980198
MAPK9	PPP1R3F	0.0099009900990099
MAPK9	CYFIP2	0.108910891089109
MAPK9	NPFFR2	0.0099009900990099
MAPK9	CDK17	0.0693069306930693
MAPK9	NTN1	0.0099009900990099
MAPK9	MAP2K4	0.405940594059406
MAPK9	PDE4A	0.0099009900990099
MAPK9	EIF4A2	0.0099009900990099
MAPK9	CACNA2D3	0.0396039603960396
MAPK9	SLC38A10	0.0396039603960396
MAPK9	TMEM268	0.0297029702970297
MAPK9	GPRASP2	0.0099009900990099
MAPK9	DYNC1I1	0.0495049504950495
MAPK9	SYNJ1	0.0396039603960396
MAPK9	SV2A	0.108910891089109
MAPK9	PLA2G4D	0.0099009900990099
MAPK9	CARMIL2	0.0099009900990099
MAPK9	LYPD5	0.138613861386139
MAPK9	ZNF890P	0.0099009900990099
MAPK9	LCN1	0.0099009900990099
MAPK9	SPTBN4	0.287128712871287
MAPK9	CCDC105	0.0099009900990099
MAPK9	FBXO27	0.0297029702970297
MAPK9	NPHS1	0.0198019801980198
MAPK9	LRRC56	0.0099009900990099
MAPK9	CNST	0.306930693069307
MAPK9	ACSL4	0.267326732673267
MAPK9	SRBD1	0.475247524752475
MAPK9	AP3M2	0.752475247524752
MAPK9	NSF	0.0099009900990099
MAPK9	ARAF	0.108910891089109
MAPK9	TOLLIP	0.0495049504950495
MAPK9	FAM234B	0.207920792079208
MAPK9	SH3BP2	0.0099009900990099
MAPK9	DOCK3	0.0099009900990099
MAPK9	DTX2	0.0099009900990099
MAPK9	WDR7	0.0099009900990099
MAPK9	EIF5A2	0.0099009900990099
MAPK9	ABLIM2	0.0297029702970297
MAPK9	STXBP5	0.0693069306930693
MAPK9	DIRAS2	0.0099009900990099
MAPK9	OXGR1	0.0297029702970297
MAPK9	HSPA12A	0.0297029702970297
MAPK9	TTC7B	0.0891089108910891
MAPK9	MOAP1	0.138613861386139
MAPK9	STXBP4	0.0396039603960396
MAPK9	NYAP1	0.0099009900990099
MAPK9	LY6D	0.0693069306930693
MAPK9	SPRYD3	0.099009900990099
MAPK9	EVPL	0.0099009900990099
MAPK9	RAB26	0.0099009900990099
MAPK9	SERINC2	0.0099009900990099
MAPK9	PPIP5K1	0.0099009900990099
MAPK9	DDX19A	0.0099009900990099
MAPK9	TMEM150A	0.0099009900990099
MAPK9	PXDC1	0.099009900990099
MAPK9	PARM1	0.0198019801980198
MAPK9	TMEM266	0.0396039603960396
MAPK9	MYRIP	0.0099009900990099
MAPK9	PRKCE	0.0396039603960396
MAPK9	MACROD2	0.0099009900990099
MAPK9	C2CD2L	0.207920792079208
MAPK9	CORO1B	0.0693069306930693
MAPK9	SLCO4C1	0.0198019801980198
MAPK9	UBXN2A	0.0396039603960396
MAPK9	FUT1	0.0297029702970297
MAPK9	FAM131A	0.0099009900990099
MAPK9	ANKS4B	0.0099009900990099
MAPK9	RAB6A	0.702970297029703
MAPK9	KDF1	0.099009900990099
MAPK9	MBLAC2	0.0297029702970297
MAPK9	WSB2	0.0099009900990099
MAPK9	TRIM72	0.0099009900990099
MAPK9	PPFIA3	0.217821782178218
MAPK9	C2orf69	0.0396039603960396
MAPK9	CALML3	0.0396039603960396
MAPK9	C17orf62	0.0297029702970297
